DockQ,irms,Lrms,fnat,classification,model,zrank2_score,zrank_score,rosetta_score,HDX_score
0.0142996664013917,20.750460236545027,42.943700706902646,0.0,0,MODEL_122_NATIVE,-88.6218,-51.9744,2643.898,0.03563811394502827
0.0093564287433862,27.47719605928981,52.97609003139806,0.0,0,MODEL_827_REVISED,27.5807,-56.4353,3303.788,0.03563909821562456
0.0156598987828666,19.76064565950939,40.97851926460542,0.0,0,MODEL_473_NATIVE,-38.4267,-31.9736,2678.805,0.035645331357758485
0.0144615031957616,20.554588343308,42.71667712951026,0.0,0,MODEL_121_NATIVE,-93.0603,-58.6819,2655.013,0.035647649504257126
0.0140091969132223,20.931250742737568,43.414033612808005,0.0,0,MODEL_675_NATIVE,-80.5436,-55.2551,2688.71,0.03565459547981085
0.0159575392471882,19.55189533851194,40.58469506519149,0.0,0,MODEL_47_NATIVE,-44.991,-28.9262,2683.437,0.03566705269731204
0.0130871951281773,21.799919901749664,44.9328154448386,0.0,0,MODEL_361_NATIVE,-60.0825,-40.2439,2700.755,0.03567389613371803
0.0130512168032928,22.058460717062243,44.93189116853573,0.0,0,MODEL_705_NATIVE,-49.8473,-45.689,2666.507,0.03567852505218228
0.0148747719049989,20.576966855430086,42.00448310166361,0.0,0,MODEL_802_NATIVE,-60.574,-43.2909,2679.676,0.03569088605662255
0.0150677844381998,20.374599390350948,41.74333809633934,0.0,0,MODEL_246_NATIVE,-56.9169,-38.899,2693.703,0.035692880303436356
0.012559451273097,22.350268529427648,45.872919638369424,0.0,0,MODEL_712_NATIVE,-68.6802,-38.177,2757.104,0.0357006429949328
0.0154268263942846,20.030177988780142,41.26467380938621,0.0,0,MODEL_77_NATIVE,-52.0567,-40.4864,2683.241,0.03570108366135658
0.0142495647699282,20.69812189918221,43.04851940340088,0.0,0,MODEL_317_NATIVE,-78.5811,-52.2612,2655.986,0.03571493287311447
0.0146526475003812,20.651784458529,42.35786582522704,0.0,0,MODEL_241_NATIVE,-31.4706,-21.5017,2683.559,0.03571925385934677
0.0157570167800535,20.522963916978945,40.616898604053965,0.0,0,MODEL_553_NATIVE,-60.2114,-41.5665,2130.973,0.035729920594377754
0.0168488910775706,19.08220968723312,39.430951700899215,0.0,0,MODEL_49_NATIVE,-36.8252,-34.9339,2711.094,0.035742050831739765
0.0148571943418946,20.44654102368597,42.07133586483264,0.0,0,MODEL_184_NATIVE,-68.3074,-44.7852,2670.255,0.035744602403322875
0.0654835831602501,12.48831979434862,23.97738876457267,0.0705882352941176,0,MODEL_851_REVISED,14.3701,-56.0754,3372.344,0.035757744772793136
0.014463675978192,20.48929454376435,42.73249444170919,0.0,0,MODEL_640_NATIVE,-47.3728,-34.9845,2688.171,0.03576669752730146
0.0161166694078154,19.50490514895655,40.359967402450735,0.0,0,MODEL_627_NATIVE,-50.6999,-31.9314,2671.483,0.03578254144753191
0.0129056728433389,22.05913393984464,45.22855389737692,0.0,0,MODEL_310_NATIVE,-56.0136,-37.1028,2722.382,0.03580584934208425
0.0145472787432497,20.56536848425161,42.56421957533164,0.0,0,MODEL_701_NATIVE,-52.5049,-38.2192,2664.639,0.03583327320333673
0.0137101951971381,21.259472591841536,43.87340886522133,0.0,0,MODEL_557_NATIVE,-84.4721,-55.9398,2670.287,0.03583564914588103
0.0354837424021801,16.095387626851263,27.69699354385496,0.0117647058823529,0,MODEL_363_REVISED,5.19786,-58.6828,3546.991,0.035837123105253464
0.0159672750044113,19.503516576707604,40.584537057928365,0.0,0,MODEL_550_NATIVE,-58.5763,-33.761,2679.806,0.03583835334379101
0.6753132569005255,1.5706030029624334,2.9867878337347604,0.6588235294117647,2,MODEL_6_REVISED,61.7491,-70.5506,3275.048,0.035840679936637684
0.0147441502866902,20.441104771831284,42.263483786365214,0.0,0,MODEL_458_NATIVE,-62.6418,-42.6843,2682.774,0.035840737950144655
0.0158188954514894,20.06537424319607,40.64629107533028,0.0,0,MODEL_275_NATIVE,-56.8056,-40.3221,2686.223,0.035841681690716415
0.0146471882886489,20.66941578154301,42.3621210066444,0.0,0,MODEL_448_NATIVE,-54.332,-32.0668,2698.657,0.03586195312456631
0.0155891171769883,19.840333437061936,41.06512892028521,0.0,0,MODEL_791_NATIVE,-69.6989,-44.1034,2696.483,0.035864111390784596
