DockQ,irms,Lrms,fnat,HDX_score,classification,HDX_time,Batch,zrank2_score,zrank_score,rosetta_score
0.9373313684037972,0.3305374847238942,0.7413965910439958,0.8658536585365854,0.0768374790016697,3,3000,MODEL_90_NATIVE,-274.301,-113.322,-56.587
0.9482740448253812,0.2588219229301793,0.5595388912296212,0.8780487804878049,0.0768871389818757,3,3000,MODEL_422_NATIVE,-262.176,-115.47,-45.42
0.9217066324546072,0.4008725321418061,0.8404916498260335,0.8414634146341463,0.0770034675439796,3,3000,MODEL_259_NATIVE,-258.516,-111.084,-146.765
0.9258408577470426,0.4668882318881215,0.9446848758337804,0.8780487804878049,0.0773336863260299,3,3000,MODEL_554_NATIVE,-287.252,-120.947,-148.475
0.9587983994839098,0.2305264420664761,0.463915423920119,0.902439024390244,0.0774834887017368,3,3000,MODEL_843_NATIVE,-265.795,-112.709,-188.063
0.9234708172702027,0.3856203129179568,0.8126578902231777,0.8414634146341463,0.0780804478086331,3,3000,MODEL_676_NATIVE,-252.248,-104.913,-78.04
0.956217825332534,0.2622448030201061,0.547158723927279,0.902439024390244,0.0781410401504795,3,3000,MODEL_745_NATIVE,-274.513,-115.701,-194.623
0.9610819486548052,0.1963035825122444,0.4129646412207886,0.902439024390244,0.0783116179148802,3,3000,MODEL_708_NATIVE,-280.339,-119.542,-60.778
0.8951496255872101,0.5024158571596368,1.1688388751365018,0.8048780487804879,0.0786110872576279,3,3000,MODEL_461_NATIVE,-224.289,-95.8235,-181.375
0.7585547340280915,0.9935324821910264,2.4712231912369087,0.6585365853658537,0.0786985871469917,2,3000,MODEL_938_NATIVE,-188.947,-75.6374,-27.667
0.9603102714132974,0.2599680488999491,0.574169315674256,0.9146341463414634,0.0786986630756296,3,3000,MODEL_590_NATIVE,-273.99,-116.759,-53.412
0.8492402550220017,0.6533425519197523,1.3477602711213468,0.7317073170731707,0.0787124579367722,3,3000,MODEL_384_NATIVE,-259.639,-111.616,-124.892
0.9366263065430734,0.2974879892823985,0.6567948679039832,0.8536585365853658,0.0788559162660281,3,3000,MODEL_78_NATIVE,-255.395,-105.985,-62.013
0.9032785490711538,0.4225736802319013,1.2603850516750237,0.8048780487804879,0.0789285268725495,3,3000,MODEL_539_NATIVE,-235.798,-103.684,-176.505
0.9502269430439806,0.2856322952271334,0.5760288396877221,0.8902439024390244,0.078941525120617,3,3000,MODEL_807_NATIVE,-261.989,-110.547,-49.89
0.8911951486754547,0.538326332038884,1.124170643762529,0.8048780487804879,0.0789573345663806,3,3000,MODEL_493_NATIVE,-215.607,-91.1982,-187.214
0.9007966520300068,0.4785635047839652,1.2836802273606762,0.8170731707317073,0.0789594544662821,3,3000,MODEL_218_NATIVE,-233.057,-101.911,-185.261
0.913312909208652,0.4256621859886783,1.0419122138245138,0.8292682926829268,0.0790048116516031,3,3000,MODEL_222_NATIVE,-219.578,-92.4086,-191.194
0.93740502780598,0.2889057799948044,0.642101511813426,0.8536585365853658,0.0790508055188417,3,3000,MODEL_53_NATIVE,-267.643,-111.587,-145.268
0.891376730409668,0.5176937817935229,1.3417496345999829,0.8048780487804879,0.0790603646309274,3,3000,MODEL_103_NATIVE,-225.342,-96.6097,-171.582
0.9654692770329708,0.1922373685281235,0.3868637170374726,0.9146341463414634,0.079113522295976,3,3000,MODEL_234_NATIVE,-285.719,-124.056,-58.485
0.9598682590772286,0.2143889668591105,0.4516455011372824,0.902439024390244,0.0791373320530591,3,3000,MODEL_841_NATIVE,-282.564,-118.998,-134.403
0.8741041733029421,0.5693813627039822,1.215517214154064,0.7682926829268293,0.079199713862444,3,3000,MODEL_466_NATIVE,-215.882,-92.1468,-180.327
0.896891810236947,0.4892124555682888,1.1527735400270684,0.8048780487804879,0.0792147289259165,3,3000,MODEL_239_NATIVE,-214.261,-89.8565,-184.674
0.9501062663197304,0.2363831883938416,0.5035719979146972,0.8780487804878049,0.0792750774292778,3,3000,MODEL_763_NATIVE,-282.425,-120.515,-98.002
0.838144648373191,0.6045934741377812,1.4621092680931196,0.6829268292682927,0.0793106473216778,3,3000,MODEL_47_NATIVE,-258.947,-115.142,-139.159
0.974037601308222,0.1835821961500032,0.394901209955916,0.9390243902439024,0.0793503182291321,3,3000,MODEL_761_NATIVE,-295.21,-126.237,-190.141
0.8897509537708803,0.5101082204659956,1.207119123647777,0.7926829268292683,0.0793528066007144,3,3000,MODEL_591_NATIVE,-215.37,-92.8287,-200.492
0.9561333262386824,0.2105497481015296,0.4273939442294591,0.8902439024390244,0.0793784755474283,3,3000,MODEL_592_NATIVE,-270.431,-111.726,-188.93
0.9223344898377878,0.3593771825674853,0.7623577517553073,0.8292682926829268,0.0794847399248684,3,3000,MODEL_273_NATIVE,-262.405,-114.082,-94.868
0.9536456163997152,0.1861549220324286,0.3751288983322936,0.8780487804878049,0.0795685506146513,3,3000,MODEL_271_NATIVE,-286.606,-118.569,-48.386
0.9681797029347567,0.1408514282322185,0.3130670450339994,0.9146341463414634,0.0795994812727402,3,3000,MODEL_778_NATIVE,-290.93,-121.201,-230.359
0.9083408280659636,0.3864915191637111,1.1376921741654349,0.8048780487804879,0.0796371422353092,3,3000,MODEL_16_NATIVE,-247.188,-107.09,-193.887
0.9070374432245076,0.3944334647113158,1.1858507389969164,0.8048780487804879,0.0796473263332421,3,3000,MODEL_431_NATIVE,-269.327,-119.619,-197.993
0.901619072208191,0.4058477032239131,1.2022649707738813,0.7926829268292683,0.0796570567141532,3,3000,MODEL_264_NATIVE,-221.347,-95.0203,-199.735
0.859213721063527,0.688087780049338,1.4689583583576111,0.7804878048780488,0.0797101921724154,3,3000,MODEL_341_NATIVE,-231.158,-98.1957,-65.095
0.8997339301147917,0.4886571597049376,1.2726811696347389,0.8170731707317073,0.0797180174519368,3,3000,MODEL_853_NATIVE,-245.203,-107.479,-194.792
0.8864552601598786,0.490954569369748,1.343128808339594,0.7804878048780488,0.0797758421016914,3,3000,MODEL_890_NATIVE,-233.287,-103.662,-158.574
0.963577345235581,0.2202515806370984,0.4501514351875744,0.9146341463414634,0.0798082272473182,3,3000,MODEL_775_NATIVE,-270.636,-114.062,-86.694
0.7671961889964548,0.8836910958644146,2.198695080418949,0.6219512195121951,0.0798455564421555,2,3000,MODEL_329_NATIVE,-245.072,-109.445,-33.261
0.8980222394884287,0.4578187966884283,1.3776099730942104,0.8048780487804879,0.0798681306010894,3,3000,MODEL_230_NATIVE,-266.97,-117.436,-195.567
0.7704233760589343,0.8805447579875524,1.7841616637575513,0.6097560975609756,0.0798707537121153,2,3000,MODEL_117_NATIVE,-208.066,-83.4538,-37.478
0.9577218989188722,0.2421638723353529,0.5299209597319373,0.902439024390244,0.0798895630515353,3,3000,MODEL_480_NATIVE,-280.232,-118.891,-99.98
0.9650507928300222,0.1988708545761251,0.3998326850076861,0.9146341463414634,0.0799436222617723,3,3000,MODEL_833_NATIVE,-270.251,-113.988,-47.316
0.9011492724187016,0.4583567989006709,1.0849319329852374,0.8048780487804879,0.0799817448816838,3,3000,MODEL_287_NATIVE,-230.127,-94.0268,-189.705
0.9062355614647678,0.3717423811737345,1.087708394258903,0.7926829268292683,0.0799987697121946,3,3000,MODEL_665_NATIVE,-229.592,-97.9618,-204.727
0.9482655742331756,0.2075727837050827,0.4051892386202497,0.8658536585365854,0.0801346731846734,3,3000,MODEL_647_NATIVE,-268.042,-112.314,-178.874
0.9646828669692264,0.1263674184170188,0.3117350799930094,0.902439024390244,0.0801452566814088,3,3000,MODEL_411_NATIVE,-277.955,-115.597,-60.023
0.8704207039800701,0.5465706588527234,1.4326869976701782,0.7560975609756098,0.0801700796643931,3,3000,MODEL_352_NATIVE,-236.567,-102.753,-171.296
0.9651033477447458,0.1979168310681205,0.4002718629637114,0.9146341463414634,0.0802139530423565,3,3000,MODEL_507_NATIVE,-270.182,-111.347,-180.48
0.9391379515451138,0.3112793579274947,0.7214965003632365,0.8658536585365854,0.0802411450024806,3,3000,MODEL_830_NATIVE,-283.797,-120.121,-193.981
0.965028486459209,0.1975498000002993,0.4254935917473019,0.9146341463414634,0.0802425005534005,3,3000,MODEL_469_NATIVE,-276.14,-116.304,-80.207
0.8670845950570459,0.5357370472449963,1.482409938194303,0.7439024390243902,0.0802991945395574,3,3000,MODEL_161_NATIVE,-221.907,-97.1333,-169.011
0.9125461355425624,0.383374126850145,1.154621624711296,0.8170731707317073,0.0803436721206069,3,3000,MODEL_753_NATIVE,-269.243,-118.122,-174.306
0.9353429788766748,0.3137907929660152,0.6437062195531836,0.8536585365853658,0.0804061991099596,3,3000,MODEL_619_NATIVE,-239.02,-99.8889,-39.825
0.9630157921734784,0.1634964018699984,0.3456259834983211,0.902439024390244,0.0804073577098088,3,3000,MODEL_557_NATIVE,-297.373,-123.955,-69.253
0.9544085093834648,0.2842677141688874,0.5742792832130721,0.902439024390244,0.0804628388627071,3,3000,MODEL_249_NATIVE,-263.771,-108.723,-133.228
0.9653341182745184,0.1140945347174419,0.2224395245644684,0.902439024390244,0.0804793718217777,3,3000,MODEL_884_NATIVE,-277.987,-117.688,-58.647
0.9661857494975647,0.1795090508569409,0.3764447510991667,0.9146341463414634,0.0804943770906319,3,3000,MODEL_82_NATIVE,-280.651,-120.796,-201.697
0.958291890629088,0.2356842513975526,0.501618629284673,0.902439024390244,0.0805045055905601,3,3000,MODEL_32_NATIVE,-280.307,-118.122,-198.692
0.9616315061593442,0.1891302677465499,0.3704089485201703,0.902439024390244,0.0805060903480293,3,3000,MODEL_503_NATIVE,-270.127,-110.052,-151.265
0.9566851801431908,0.202145313713404,0.4126342211098926,0.8902439024390244,0.0805370371113596,3,3000,MODEL_989_NATIVE,-277.753,-115.614,-181.819
0.8530577534735561,0.6082750938563363,1.5282364923283462,0.7317073170731707,0.080545905655401,3,3000,MODEL_537_NATIVE,-216.828,-92.7134,-178.48
0.918102325442112,0.3452162400375719,0.95493594564077,0.8170731707317073,0.0805936573621785,3,3000,MODEL_777_NATIVE,-237.5,-101.533,-204.126
0.9702508923499452,0.1799267436311896,0.370114638304246,0.926829268292683,0.0806034401948862,3,3000,MODEL_193_NATIVE,-293.222,-124.743,-58.203
0.8930742004504307,0.40343345701302,0.828784264156268,0.7560975609756098,0.080605077374284,3,3000,MODEL_80_NATIVE,-239.841,-106.549,-35.134
0.96213487370282,0.1793481173301446,0.3747505777383386,0.902439024390244,0.0806178047823464,3,3000,MODEL_904_NATIVE,-267.347,-114.382,-49.681
0.926339625516676,0.3209930853991319,0.6854323444623267,0.8292682926829268,0.0806277500774454,3,3000,MODEL_643_NATIVE,-290.935,-128.068,-147.147
0.9620502821242112,0.2397375649985853,0.5091728097992427,0.9146341463414634,0.0806993186243082,3,3000,MODEL_960_NATIVE,-273.495,-115.023,-186.819
0.910782389666418,0.3706139472148499,1.0488096676422298,0.8048780487804879,0.0807091538832562,3,3000,MODEL_375_NATIVE,-223.571,-94.6802,-205.031
0.942478925016171,0.2778070585855665,0.6177209437316636,0.8658536585365854,0.0807261933839952,3,3000,MODEL_185_NATIVE,-291.259,-122.514,-160.234
0.9673527445571466,0.1596644737234099,0.3151453769533005,0.9146341463414634,0.0807706272434182,3,3000,MODEL_132_NATIVE,-275.255,-114.332,-61.293
